dataset,training_scope,ratio,model,training_unit,source_session_count,model_instance_count,train_window_count_per_model,train_window_count_all_models,validation_window_count_per_model,validation_window_count_all_models,batch_size,drop_last,train_batches_per_epoch_per_model,train_batches_per_epoch_all_models,optimizer_steps_per_batch,optimizer_updates_per_epoch_per_model,optimizer_updates_per_epoch_all_models,validation_batches_per_model,validation_batches_all_models,max_epochs,maximum_optimizer_updates,early_stopping_rule,workload_status,actual_optimizer_updates_status,fit_validation_boundary_crossing_window_count,session_boundary_crossing_window_count,windows_excluded_to_preserve_session_boundaries
GHL,series_11,5,GDN,one_multivariate_model,1,1,2245,2245,4995,4995,32,False,71,71,1,71,71,157,157,50,3550,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,5,LSTM-AD,one_multivariate_model,1,1,2150,2150,4900,4900,128,False,17,17,1,17,17,39,39,50,850,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,5,USAD,one_multivariate_model,1,1,2241,2241,4991,4991,128,False,18,18,2,36,36,39,39,70,2520,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_11,10,CI-AE,one_model_per_channel,1,19,4401,83619,4901,93119,128,True,34,646,1,34,646,39,741,50,32300,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,10,GDN,one_multivariate_model,1,1,4495,4495,4995,4995,32,False,141,141,1,141,141,157,157,50,7050,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,10,LSTM-AD,one_multivariate_model,1,1,4400,4400,4900,4900,128,False,35,35,1,35,35,39,39,50,1750,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,10,USAD,one_multivariate_model,1,1,4491,4491,4991,4991,128,False,36,36,2,72,72,39,39,70,5040,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_11,20,CI-AE,one_model_per_channel,1,19,8901,169119,4901,93119,128,True,69,1311,1,69,1311,39,741,50,65550,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,20,GDN,one_multivariate_model,1,1,8995,8995,4995,4995,32,False,282,282,1,282,282,157,157,50,14100,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,20,LSTM-AD,one_multivariate_model,1,1,8900,8900,4900,4900,128,False,70,70,1,70,70,39,39,50,3500,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,20,USAD,one_multivariate_model,1,1,8991,8991,4991,4991,128,False,71,71,2,142,142,39,39,70,9940,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_11,40,CI-AE,one_model_per_channel,1,19,17901,340119,4901,93119,128,True,139,2641,1,139,2641,39,741,50,132050,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,40,GDN,one_multivariate_model,1,1,17995,17995,4995,4995,32,False,563,563,1,563,563,157,157,50,28150,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,40,LSTM-AD,one_multivariate_model,1,1,17900,17900,4900,4900,128,False,140,140,1,140,140,39,39,50,7000,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,40,USAD,one_multivariate_model,1,1,17991,17991,4991,4991,128,False,141,141,2,282,282,39,39,70,19740,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_11,60,CI-AE,one_model_per_channel,1,19,26901,511119,4901,93119,128,True,210,3990,1,210,3990,39,741,50,199500,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,60,GDN,one_multivariate_model,1,1,26995,26995,4995,4995,32,False,844,844,1,844,844,157,157,50,42200,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,60,LSTM-AD,one_multivariate_model,1,1,26900,26900,4900,4900,128,False,211,211,1,211,211,39,39,50,10550,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,60,USAD,one_multivariate_model,1,1,26991,26991,4991,4991,128,False,211,211,2,422,422,39,39,70,29540,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_11,80,CI-AE,one_model_per_channel,1,19,35901,682119,4901,93119,128,True,280,5320,1,280,5320,39,741,50,266000,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,80,GDN,one_multivariate_model,1,1,35995,35995,4995,4995,32,False,1125,1125,1,1125,1125,157,157,50,56250,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,80,LSTM-AD,one_multivariate_model,1,1,35900,35900,4900,4900,128,False,281,281,1,281,281,39,39,50,14050,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,80,USAD,one_multivariate_model,1,1,35991,35991,4991,4991,128,False,282,282,2,564,564,39,39,70,39480,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_11,100,CI-AE,one_model_per_channel,1,19,44901,853119,4901,93119,128,True,350,6650,1,350,6650,39,741,50,332500,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,100,GDN,one_multivariate_model,1,1,44995,44995,4995,4995,32,False,1407,1407,1,1407,1407,157,157,50,70350,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,100,LSTM-AD,one_multivariate_model,1,1,44900,44900,4900,4900,128,False,351,351,1,351,351,39,39,50,17550,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_11,100,USAD,one_multivariate_model,1,1,44991,44991,4991,4991,128,False,352,352,2,704,704,39,39,70,49280,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_12,5,CI-AE,one_model_per_channel,1,19,1699,32281,3895,74005,128,True,13,247,1,13,247,31,589,50,12350,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,5,GDN,one_multivariate_model,1,1,1793,1793,3989,3989,32,False,57,57,1,57,57,125,125,50,2850,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,5,LSTM-AD,one_multivariate_model,1,1,1698,1698,3894,3894,128,False,14,14,1,14,14,31,31,50,700,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,5,USAD,one_multivariate_model,1,1,1789,1789,3985,3985,128,False,14,14,2,28,28,32,32,70,1960,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_12,10,CI-AE,one_model_per_channel,1,19,3496,66424,3895,74005,128,True,27,513,1,27,513,31,589,50,25650,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,10,GDN,one_multivariate_model,1,1,3590,3590,3989,3989,32,False,113,113,1,113,113,125,125,50,5650,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,10,LSTM-AD,one_multivariate_model,1,1,3495,3495,3894,3894,128,False,28,28,1,28,28,31,31,50,1400,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,10,USAD,one_multivariate_model,1,1,3586,3586,3985,3985,128,False,29,29,2,58,58,32,32,70,4060,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_12,20,CI-AE,one_model_per_channel,1,19,7090,134710,3895,74005,128,True,55,1045,1,55,1045,31,589,50,52250,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,20,GDN,one_multivariate_model,1,1,7184,7184,3989,3989,32,False,225,225,1,225,225,125,125,50,11250,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,20,LSTM-AD,one_multivariate_model,1,1,7089,7089,3894,3894,128,False,56,56,1,56,56,31,31,50,2800,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,20,USAD,one_multivariate_model,1,1,7180,7180,3985,3985,128,False,57,57,2,114,114,32,32,70,7980,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_12,40,CI-AE,one_model_per_channel,1,19,14279,271301,3895,74005,128,True,111,2109,1,111,2109,31,589,50,105450,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,40,GDN,one_multivariate_model,1,1,14373,14373,3989,3989,32,False,450,450,1,450,450,125,125,50,22500,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,40,LSTM-AD,one_multivariate_model,1,1,14278,14278,3894,3894,128,False,112,112,1,112,112,31,31,50,5600,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,40,USAD,one_multivariate_model,1,1,14369,14369,3985,3985,128,False,113,113,2,226,226,32,32,70,15820,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_12,60,CI-AE,one_model_per_channel,1,19,21468,407892,3895,74005,128,True,167,3173,1,167,3173,31,589,50,158650,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,60,GDN,one_multivariate_model,1,1,21562,21562,3989,3989,32,False,674,674,1,674,674,125,125,50,33700,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,60,LSTM-AD,one_multivariate_model,1,1,21467,21467,3894,3894,128,False,168,168,1,168,168,31,31,50,8400,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,60,USAD,one_multivariate_model,1,1,21558,21558,3985,3985,128,False,169,169,2,338,338,32,32,70,23660,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_12,80,CI-AE,one_model_per_channel,1,19,28657,544483,3895,74005,128,True,223,4237,1,223,4237,31,589,50,211850,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,80,GDN,one_multivariate_model,1,1,28751,28751,3989,3989,32,False,899,899,1,899,899,125,125,50,44950,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,80,LSTM-AD,one_multivariate_model,1,1,28656,28656,3894,3894,128,False,224,224,1,224,224,31,31,50,11200,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,80,USAD,one_multivariate_model,1,1,28747,28747,3985,3985,128,False,225,225,2,450,450,32,32,70,31500,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_12,100,CI-AE,one_model_per_channel,1,19,35845,681055,3895,74005,128,True,280,5320,1,280,5320,31,589,50,266000,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,100,GDN,one_multivariate_model,1,1,35939,35939,3989,3989,32,False,1124,1124,1,1124,1124,125,125,50,56200,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,100,LSTM-AD,one_multivariate_model,1,1,35844,35844,3894,3894,128,False,281,281,1,281,281,31,31,50,14050,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_12,100,USAD,one_multivariate_model,1,1,35935,35935,3985,3985,128,False,281,281,2,562,562,32,32,70,39340,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_13,5,CI-AE,one_model_per_channel,1,19,2151,40869,4901,93119,128,True,16,304,1,16,304,39,741,50,15200,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,5,GDN,one_multivariate_model,1,1,2245,2245,4995,4995,32,False,71,71,1,71,71,157,157,50,3550,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,5,LSTM-AD,one_multivariate_model,1,1,2150,2150,4900,4900,128,False,17,17,1,17,17,39,39,50,850,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,5,USAD,one_multivariate_model,1,1,2241,2241,4991,4991,128,False,18,18,2,36,36,39,39,70,2520,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_13,10,CI-AE,one_model_per_channel,1,19,4401,83619,4901,93119,128,True,34,646,1,34,646,39,741,50,32300,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,10,GDN,one_multivariate_model,1,1,4495,4495,4995,4995,32,False,141,141,1,141,141,157,157,50,7050,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,10,LSTM-AD,one_multivariate_model,1,1,4400,4400,4900,4900,128,False,35,35,1,35,35,39,39,50,1750,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,10,USAD,one_multivariate_model,1,1,4491,4491,4991,4991,128,False,36,36,2,72,72,39,39,70,5040,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_13,20,CI-AE,one_model_per_channel,1,19,8901,169119,4901,93119,128,True,69,1311,1,69,1311,39,741,50,65550,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,20,GDN,one_multivariate_model,1,1,8995,8995,4995,4995,32,False,282,282,1,282,282,157,157,50,14100,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,20,LSTM-AD,one_multivariate_model,1,1,8900,8900,4900,4900,128,False,70,70,1,70,70,39,39,50,3500,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,20,USAD,one_multivariate_model,1,1,8991,8991,4991,4991,128,False,71,71,2,142,142,39,39,70,9940,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_13,40,CI-AE,one_model_per_channel,1,19,17901,340119,4901,93119,128,True,139,2641,1,139,2641,39,741,50,132050,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,40,GDN,one_multivariate_model,1,1,17995,17995,4995,4995,32,False,563,563,1,563,563,157,157,50,28150,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,40,LSTM-AD,one_multivariate_model,1,1,17900,17900,4900,4900,128,False,140,140,1,140,140,39,39,50,7000,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,40,USAD,one_multivariate_model,1,1,17991,17991,4991,4991,128,False,141,141,2,282,282,39,39,70,19740,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_13,60,CI-AE,one_model_per_channel,1,19,26901,511119,4901,93119,128,True,210,3990,1,210,3990,39,741,50,199500,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,60,GDN,one_multivariate_model,1,1,26995,26995,4995,4995,32,False,844,844,1,844,844,157,157,50,42200,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,60,LSTM-AD,one_multivariate_model,1,1,26900,26900,4900,4900,128,False,211,211,1,211,211,39,39,50,10550,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,60,USAD,one_multivariate_model,1,1,26991,26991,4991,4991,128,False,211,211,2,422,422,39,39,70,29540,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_13,80,CI-AE,one_model_per_channel,1,19,35901,682119,4901,93119,128,True,280,5320,1,280,5320,39,741,50,266000,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,80,GDN,one_multivariate_model,1,1,35995,35995,4995,4995,32,False,1125,1125,1,1125,1125,157,157,50,56250,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,80,LSTM-AD,one_multivariate_model,1,1,35900,35900,4900,4900,128,False,281,281,1,281,281,39,39,50,14050,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,80,USAD,one_multivariate_model,1,1,35991,35991,4991,4991,128,False,282,282,2,564,564,39,39,70,39480,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_13,100,CI-AE,one_model_per_channel,1,19,44901,853119,4901,93119,128,True,350,6650,1,350,6650,39,741,50,332500,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,100,GDN,one_multivariate_model,1,1,44995,44995,4995,4995,32,False,1407,1407,1,1407,1407,157,157,50,70350,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,100,LSTM-AD,one_multivariate_model,1,1,44900,44900,4900,4900,128,False,351,351,1,351,351,39,39,50,17550,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_13,100,USAD,one_multivariate_model,1,1,44991,44991,4991,4991,128,False,352,352,2,704,704,39,39,70,49280,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_14,5,CI-AE,one_model_per_channel,1,19,2151,40869,4901,93119,128,True,16,304,1,16,304,39,741,50,15200,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,5,GDN,one_multivariate_model,1,1,2245,2245,4995,4995,32,False,71,71,1,71,71,157,157,50,3550,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,5,LSTM-AD,one_multivariate_model,1,1,2150,2150,4900,4900,128,False,17,17,1,17,17,39,39,50,850,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,5,USAD,one_multivariate_model,1,1,2241,2241,4991,4991,128,False,18,18,2,36,36,39,39,70,2520,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_14,10,CI-AE,one_model_per_channel,1,19,4401,83619,4901,93119,128,True,34,646,1,34,646,39,741,50,32300,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,10,GDN,one_multivariate_model,1,1,4495,4495,4995,4995,32,False,141,141,1,141,141,157,157,50,7050,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,10,LSTM-AD,one_multivariate_model,1,1,4400,4400,4900,4900,128,False,35,35,1,35,35,39,39,50,1750,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,10,USAD,one_multivariate_model,1,1,4491,4491,4991,4991,128,False,36,36,2,72,72,39,39,70,5040,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_14,20,CI-AE,one_model_per_channel,1,19,8901,169119,4901,93119,128,True,69,1311,1,69,1311,39,741,50,65550,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,20,GDN,one_multivariate_model,1,1,8995,8995,4995,4995,32,False,282,282,1,282,282,157,157,50,14100,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,20,LSTM-AD,one_multivariate_model,1,1,8900,8900,4900,4900,128,False,70,70,1,70,70,39,39,50,3500,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,20,USAD,one_multivariate_model,1,1,8991,8991,4991,4991,128,False,71,71,2,142,142,39,39,70,9940,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_14,40,CI-AE,one_model_per_channel,1,19,17901,340119,4901,93119,128,True,139,2641,1,139,2641,39,741,50,132050,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,40,GDN,one_multivariate_model,1,1,17995,17995,4995,4995,32,False,563,563,1,563,563,157,157,50,28150,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,40,LSTM-AD,one_multivariate_model,1,1,17900,17900,4900,4900,128,False,140,140,1,140,140,39,39,50,7000,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,40,USAD,one_multivariate_model,1,1,17991,17991,4991,4991,128,False,141,141,2,282,282,39,39,70,19740,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_14,60,CI-AE,one_model_per_channel,1,19,26901,511119,4901,93119,128,True,210,3990,1,210,3990,39,741,50,199500,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,60,GDN,one_multivariate_model,1,1,26995,26995,4995,4995,32,False,844,844,1,844,844,157,157,50,42200,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,60,LSTM-AD,one_multivariate_model,1,1,26900,26900,4900,4900,128,False,211,211,1,211,211,39,39,50,10550,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,60,USAD,one_multivariate_model,1,1,26991,26991,4991,4991,128,False,211,211,2,422,422,39,39,70,29540,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_14,80,CI-AE,one_model_per_channel,1,19,35901,682119,4901,93119,128,True,280,5320,1,280,5320,39,741,50,266000,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,80,GDN,one_multivariate_model,1,1,35995,35995,4995,4995,32,False,1125,1125,1,1125,1125,157,157,50,56250,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,80,LSTM-AD,one_multivariate_model,1,1,35900,35900,4900,4900,128,False,281,281,1,281,281,39,39,50,14050,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,80,USAD,one_multivariate_model,1,1,35991,35991,4991,4991,128,False,282,282,2,564,564,39,39,70,39480,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_14,100,CI-AE,one_model_per_channel,1,19,44901,853119,4901,93119,128,True,350,6650,1,350,6650,39,741,50,332500,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,100,GDN,one_multivariate_model,1,1,44995,44995,4995,4995,32,False,1407,1407,1,1407,1407,157,157,50,70350,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,100,LSTM-AD,one_multivariate_model,1,1,44900,44900,4900,4900,128,False,351,351,1,351,351,39,39,50,17550,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_14,100,USAD,one_multivariate_model,1,1,44991,44991,4991,4991,128,False,352,352,2,704,704,39,39,70,49280,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_15,5,CI-AE,one_model_per_channel,1,19,2151,40869,4901,93119,128,True,16,304,1,16,304,39,741,50,15200,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,5,GDN,one_multivariate_model,1,1,2245,2245,4995,4995,32,False,71,71,1,71,71,157,157,50,3550,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,5,LSTM-AD,one_multivariate_model,1,1,2150,2150,4900,4900,128,False,17,17,1,17,17,39,39,50,850,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,5,USAD,one_multivariate_model,1,1,2241,2241,4991,4991,128,False,18,18,2,36,36,39,39,70,2520,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_15,10,CI-AE,one_model_per_channel,1,19,4401,83619,4901,93119,128,True,34,646,1,34,646,39,741,50,32300,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,10,GDN,one_multivariate_model,1,1,4495,4495,4995,4995,32,False,141,141,1,141,141,157,157,50,7050,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,10,LSTM-AD,one_multivariate_model,1,1,4400,4400,4900,4900,128,False,35,35,1,35,35,39,39,50,1750,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,10,USAD,one_multivariate_model,1,1,4491,4491,4991,4991,128,False,36,36,2,72,72,39,39,70,5040,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_15,20,CI-AE,one_model_per_channel,1,19,8901,169119,4901,93119,128,True,69,1311,1,69,1311,39,741,50,65550,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,20,GDN,one_multivariate_model,1,1,8995,8995,4995,4995,32,False,282,282,1,282,282,157,157,50,14100,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,20,LSTM-AD,one_multivariate_model,1,1,8900,8900,4900,4900,128,False,70,70,1,70,70,39,39,50,3500,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,20,USAD,one_multivariate_model,1,1,8991,8991,4991,4991,128,False,71,71,2,142,142,39,39,70,9940,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_15,40,CI-AE,one_model_per_channel,1,19,17901,340119,4901,93119,128,True,139,2641,1,139,2641,39,741,50,132050,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,40,GDN,one_multivariate_model,1,1,17995,17995,4995,4995,32,False,563,563,1,563,563,157,157,50,28150,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,40,LSTM-AD,one_multivariate_model,1,1,17900,17900,4900,4900,128,False,140,140,1,140,140,39,39,50,7000,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,40,USAD,one_multivariate_model,1,1,17991,17991,4991,4991,128,False,141,141,2,282,282,39,39,70,19740,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_15,60,CI-AE,one_model_per_channel,1,19,26901,511119,4901,93119,128,True,210,3990,1,210,3990,39,741,50,199500,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,60,GDN,one_multivariate_model,1,1,26995,26995,4995,4995,32,False,844,844,1,844,844,157,157,50,42200,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,60,LSTM-AD,one_multivariate_model,1,1,26900,26900,4900,4900,128,False,211,211,1,211,211,39,39,50,10550,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,60,USAD,one_multivariate_model,1,1,26991,26991,4991,4991,128,False,211,211,2,422,422,39,39,70,29540,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_15,80,CI-AE,one_model_per_channel,1,19,35901,682119,4901,93119,128,True,280,5320,1,280,5320,39,741,50,266000,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,80,GDN,one_multivariate_model,1,1,35995,35995,4995,4995,32,False,1125,1125,1,1125,1125,157,157,50,56250,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,80,LSTM-AD,one_multivariate_model,1,1,35900,35900,4900,4900,128,False,281,281,1,281,281,39,39,50,14050,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,80,USAD,one_multivariate_model,1,1,35991,35991,4991,4991,128,False,282,282,2,564,564,39,39,70,39480,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_15,100,CI-AE,one_model_per_channel,1,19,44901,853119,4901,93119,128,True,350,6650,1,350,6650,39,741,50,332500,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,100,GDN,one_multivariate_model,1,1,44995,44995,4995,4995,32,False,1407,1407,1,1407,1407,157,157,50,70350,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,100,LSTM-AD,one_multivariate_model,1,1,44900,44900,4900,4900,128,False,351,351,1,351,351,39,39,50,17550,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_15,100,USAD,one_multivariate_model,1,1,44991,44991,4991,4991,128,False,352,352,2,704,704,39,39,70,49280,none,fixed_project_transfer_rule,batch_size fixed by project transfer rule; execution log required,0,0,0
GHL,series_16,5,CI-AE,one_model_per_channel,1,19,2151,40869,4901,93119,128,True,16,304,1,16,304,39,741,50,15200,none,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_16,5,GDN,one_multivariate_model,1,1,2245,2245,4995,4995,32,False,71,71,1,71,71,157,157,50,3550,patience=10,fixed_for_pretraining_audit,execution log required,0,0,0
GHL,series_16,5,LSTM-AD,one_multivariate_model,1,1,2150,2150,4900,4900,128,False,17,17,1,17,17,39,39,50,850,patience=3,fixed_for_pretraining_audit,execution log required,0,0,0
